Education,Income,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Loyalty,Age,Children,Spent,TotalAcceptedCmp,MaritalStatus,Family_Size
Graduate,72903.0,74,1,7,5,8,4,0,1,169,29,0,2013,3,Single,1
Undergraduate,49669.0,97,2,5,1,6,6,0,0,-61,40,1,326,0,Married,3
Postgraduate,36778.0,63,3,3,0,3,9,0,0,630,46,2,77,0,Married,4
Postgraduate,85696.0,88,1,4,6,9,1,0,1,334,52,0,1313,0,Single,1
Graduate,49678.0,81,2,6,2,4,7,0,0,431,53,1,315,0,Married,3
Graduate,37155.0,51,1,2,0,4,5,0,0,463,25,1,74,0,Married,3
Undergraduate,21282.0,76,2,2,1,2,6,0,0,-27,36,1,46,0,Single,2
Postgraduate,33419.0,76,2,2,0,4,7,0,0,240,52,1,86,0,Single,2
Graduate,63285.0,84,1,6,5,13,3,0,0,152,69,0,1103,0,Single,1
Postgraduate,21255.0,56,4,2,1,4,4,0,0,103,40,1,61,0,Married,3
Graduate,42162.0,31,2,3,1,3,6,0,1,191,33,1,145,1,Married,3
Postgraduate,57744.0,91,2,9,1,4,8,0,0,138,60,1,411,0,Married,3
Graduate,26576.0,40,1,1,0,2,9,0,1,584,28,1,27,1,Single,2
Postgraduate,57513.0,59,2,9,3,13,6,0,0,299,71,0,1060,0,Single,1
Graduate,68142.0,96,3,10,4,7,6,0,0,573,50,1,1459,0,Married,3
Graduate,7500.0,61,1,1,0,2,8,0,0,608,35,1,18,0,Married,3
Graduate,83145.0,14,1,5,9,11,2,0,1,631,40,0,1833,1,Married,2
Postgraduate,54197.0,16,2,1,3,6,1,0,0,71,54,1,237,0,Married,3
Postgraduate,23091.0,98,4,2,1,3,7,0,0,-66,51,2,48,0,Single,3
Graduate,56715.0,52,1,7,3,4,4,0,0,519,40,0,1020,0,Married,2
Graduate,79410.0,19,1,3,2,5,1,0,0,12,53,0,1370,0,Married,2
Graduate,57304.0,61,2,7,6,10,5,0,0,414,63,1,1026,0,Married,3
Graduate,44375.0,73,1,4,1,6,5,0,0,25,49,1,301,0,Married,3
Graduate,59594.0,74,1,8,1,7,7,0,0,543,49,1,499,1,Married,3
Graduate,80685.0,55,1,6,4,10,2,0,0,621,20,0,1004,0,Married,2
Postgraduate,40344.0,48,2,4,1,5,7,0,0,211,40,1,218,0,Married,3
Graduate,62710.0,53,4,4,2,12,4,0,0,349,42,1,606,0,Married,3
Undergraduate,48985.0,13,1,1,1,3,3,0,0,346,46,1,75,0,Married,3
Graduate,35322.0,34,3,2,0,4,8,0,0,642,46,3,106,0,Married,5
Graduate,77142.0,54,1,4,4,8,2,0,0,342,66,0,990,0,Married,2
Graduate,81657.0,69,1,3,4,8,1,0,0,89,45,0,1097,0,Single,1
Undergraduate,14421.0,81,1,1,0,2,5,0,0,51,18,0,16,1,Married,2
Postgraduate,74214.0,3,1,8,2,5,5,0,0,669,24,0,1711,0,Married,2
Postgraduate,66726.0,61,3,8,2,4,7,0,0,107,57,2,438,1,Married,4
Undergraduate,23724.0,65,2,2,0,3,8,0,0,472,35,1,75,0,Married,3
Postgraduate,47353.0,93,3,2,2,6,5,0,0,135,54,1,225,0,Married,3
Postgraduate,33444.0,24,1,1,0,2,8,0,0,579,62,2,18,0,Married,4
Graduate,54386.0,8,2,3,2,10,3,0,0,400,33,1,470,0,Married,3
Graduate,28510.0,72,3,2,0,4,5,0,0,370,33,2,91,0,Single,3
Graduate,48070.0,33,3,8,2,6,7,1,0,499,64,1,504,0,Married,3
Graduate,43140.0,68,1,4,1,5,6,0,0,472,57,1,235,0,Married,3
Postgraduate,54959.0,55,3,9,5,4,7,0,1,471,53,1,1232,1,Single,2
Undergraduate,15056.0,76,5,2,2,3,5,0,0,346,56,2,88,0,Single,3
Graduate,26954.0,17,1,1,0,2,7,0,0,35,43,1,17,0,Single,2
Graduate,22327.0,94,1,1,0,3,5,0,0,237,29,1,24,0,Single,2
Graduate,44393.0,86,2,1,0,4,4,0,0,225,49,2,60,0,Married,4
Postgraduate,62000.0,25,1,6,6,13,4,0,0,283,62,1,1020,1,Single,2
Postgraduate,31497.0,22,2,3,1,4,8,0,0,548,52,1,155,0,Married,3
Undergraduate,45894.0,15,1,1,0,3,5,0,0,107,40,2,51,0,Married,4
Postgraduate,78579.0,35,1,5,6,4,3,0,1,519,44,0,1812,0,Single,1
Postgraduate,67369.0,81,4,7,4,10,4,0,1,508,45,1,1461,2,Single,2
Graduate,58401.0,55,1,1,2,2,4,0,0,15,54,1,96,0,Single,2
Graduate,62307.0,94,1,4,0,4,5,0,0,38,62,1,160,0,Single,2
Postgraduate,43641.0,50,3,2,1,4,6,0,0,383,45,2,139,0,Married,4
Postgraduate,70091.0,11,2,5,2,10,8,0,0,444,45,1,1161,1,Married,3
Postgraduate,78075.0,72,1,3,5,5,1,0,0,13,42,0,988,0,Married,2
Undergraduate,59184.0,6,3,6,6,12,5,0,0,652,53,1,1072,0,Single,2
Graduate,54809.0,0,4,2,1,5,4,0,0,291,37,2,174,0,Married,4
Graduate,58113.0,66,3,9,2,8,7,1,0,454,55,1,758,0,Married,3
Postgraduate,51412.0,42,2,3,2,4,4,0,0,138,56,1,195,0,Married,3
Postgraduate,66636.0,64,1,3,4,9,1,0,0,252,57,0,1084,0,Married,2
Postgraduate,50965.0,87,3,10,4,5,8,0,0,407,58,1,685,1,Married,3
Graduate,18351.0,1,1,2,0,3,7,0,0,242,24,0,43,0,Married,2
Postgraduate,40451.0,54,1,1,1,2,5,0,0,79,57,2,49,1,Married,4
Graduate,36317.0,53,2,3,0,4,7,0,0,350,49,1,133,0,Married,3
Graduate,42213.0,96,2,5,1,7,7,0,0,164,57,1,363,1,Married,3
Graduate,65748.0,58,2,2,4,10,1,1,0,382,59,1,545,0,Married,3
Graduate,74918.0,78,1,5,9,6,3,0,0,396,45,0,2047,1,Married,2
Graduate,56721.0,64,5,4,1,5,6,0,0,542,42,2,296,0,Married,4
Graduate,42160.0,26,4,2,1,4,6,0,1,340,39,2,140,0,Single,3
Graduate,61559.0,8,1,4,2,10,3,0,0,339,49,1,530,0,Single,2
Postgraduate,33629.0,49,5,3,1,4,9,0,0,641,51,2,152,0,Married,4
Graduate,34377.0,55,2,2,2,2,7,0,0,471,51,1,114,0,Single,2
Undergraduate,8940.0,25,3,3,1,3,8,0,0,651,28,1,101,0,Single,2
Graduate,26228.0,50,1,1,0,2,8,0,0,230,41,1,25,0,Married,3
Undergraduate,77297.0,84,1,5,7,9,4,0,0,435,57,0,789,1,Single,1
Graduate,40211.0,30,2,2,1,2,8,0,0,304,33,2,87,1,Married,4
Postgraduate,33438.0,81,4,2,1,4,5,0,0,199,56,2,90,0,Single,3
Postgraduate,75032.0,74,2,5,4,9,3,0,0,353,55,1,1215,0,Married,3
Postgraduate,61284.0,76,1,11,2,8,6,0,0,184,59,0,811,1,Single,1
Graduate,22518.0,36,2,2,1,2,5,0,1,579,28,1,61,1,Married,3
Postgraduate,54730.0,64,5,4,1,8,4,0,0,254,39,1,405,0,Married,3
Postgraduate,38452.0,62,3,3,0,3,7,0,0,29,59,2,72,0,Married,4
Graduate,44421.0,53,5,5,0,4,8,0,0,446,43,2,189,0,Single,3
Postgraduate,38197.0,86,1,1,0,3,5,0,0,279,28,1,40,0,Married,3
Graduate,41986.0,15,3,3,0,4,4,0,0,125,36,1,63,0,Single,2
Graduate,28427.0,67,2,2,0,3,8,0,0,398,31,1,52,0,Married,3
Postgraduate,37395.0,47,1,1,0,3,6,0,0,11,38,1,39,0,Married,3
Graduate,64722.0,47,4,8,2,11,6,0,0,-13,43,1,805,0,Married,3
Postgraduate,55249.0,81,1,2,1,4,3,0,0,-8,58,1,130,0,Married,3
Graduate,84906.0,98,1,5,6,12,2,0,0,170,42,0,1631,3,Married,2
Graduate,44213.0,48,4,2,1,5,6,0,0,164,62,2,152,0,Single,3
Undergraduate,25707.0,18,1,1,0,3,7,0,0,144,30,1,21,0,Single,2
Postgraduate,59062.0,74,2,2,0,3,4,0,0,195,47,3,71,0,Married,5
Postgraduate,66000.0,36,1,1,3,5,1,0,0,34,67,0,711,0,Married,2
Postgraduate,27683.0,90,4,6,2,4,8,0,0,604,36,1,351,0,Married,3
Undergraduate,7500.0,63,4,3,2,2,9,0,0,510,22,1,119,0,Single,2
Graduate,40521.0,82,1,0,1,2,5,0,0,368,46,2,21,0,Married,4
Postgraduate,20427.0,63,1,1,0,2,8,0,0,34,41,1,10,0,Married,3
Graduate,65106.0,55,3,8,3,13,6,0,0,-19,39,1,973,1,Married,3
Postgraduate,69969.0,64,1,4,2,6,3,0,1,242,49,0,1536,2,Married,2
Graduate,67433.0,51,4,6,5,13,4,0,0,297,62,2,992,1,Married,4
Graduate,74716.0,92,2,7,3,5,4,0,0,198,42,1,860,0,Married,3
Postgraduate,55158.0,72,4,7,2,5,7,0,1,627,44,2,418,0,Married,4
Undergraduate,62972.0,39,2,7,4,3,6,0,1,656,59,1,587,0,Married,3
Graduate,74190.0,49,2,4,2,11,2,0,0,-1,39,1,641,0,Married,3
Graduate,39356.0,21,1,1,0,2,6,0,0,81,38,2,23,1,Married,4
Graduate,76653.0,91,1,4,7,11,2,0,0,226,45,0,2279,2,Married,2
Postgraduate,90687.0,98,1,6,2,8,2,0,1,305,31,0,1779,1,Single,1
Postgraduate,73450.0,85,1,7,8,11,3,0,0,121,32,0,1804,2,Married,2
Graduate,31454.0,40,3,2,0,3,8,0,0,318,54,2,48,0,Married,4
Graduate,47139.0,2,2,2,1,2,7,0,1,113,62,2,83,0,Single,3
Graduate,19656.0,94,3,2,1,3,7,0,0,412,44,1,84,0,Married,3
Postgraduate,45579.0,10,1,4,1,4,6,0,0,303,66,1,183,0,Married,3
Undergraduate,85485.0,73,1,6,6,6,2,0,0,-65,56,0,1383,0,Single,1
Graduate,55956.0,22,2,7,3,4,4,0,0,61,70,0,999,1,Married,2
Postgraduate,64191.0,30,3,5,3,13,3,0,0,493,51,1,825,0,Single,2
Graduate,38808.0,21,4,5,1,4,8,0,1,651,42,1,246,1,Single,2
Postgraduate,23748.0,97,3,2,1,3,8,0,0,488,46,1,76,0,Single,2
Graduate,66303.0,56,4,3,4,11,8,0,0,432,43,1,1286,1,Married,3
Postgraduate,37368.0,4,1,1,0,2,6,0,0,191,39,1,30,1,Married,3
Graduate,40800.0,77,2,3,0,3,7,1,0,467,50,3,99,0,Married,5
Graduate,71847.0,95,0,6,7,9,3,0,0,551,36,0,1192,1,Single,1
Graduate,46149.0,36,5,5,1,7,5,0,0,176,39,1,362,0,Married,3
Graduate,78687.0,13,1,4,6,8,2,0,1,676,31,0,2130,1,Married,2
Undergraduate,49118.0,90,2,9,7,10,7,0,1,590,43,0,1229,2,Single,1
Postgraduate,37633.0,49,2,1,0,3,9,0,0,598,57,2,38,0,Married,4
Postgraduate,39767.0,18,2,7,1,7,8,0,0,325,63,0,485,0,Married,2
Undergraduate,26997.0,89,2,4,2,5,7,0,0,512,63,0,434,0,Married,2
Graduate,33986.0,43,1,1,0,3,7,0,0,429,44,1,44,0,Single,2
Postgraduate,57091.0,82,2,9,2,5,7,0,1,501,42,1,496,1,Married,3
Undergraduate,46831.0,84,2,1,2,2,4,0,0,302,45,2,78,0,Married,4
Postgraduate,83151.0,80,1,5,7,10,2,0,1,424,42,0,2346,3,Married,2
Graduate,52531.0,68,2,7,2,10,6,0,0,478,43,0,794,0,Married,2
Graduate,15759.0,12,1,1,0,2,7,0,0,285,58,0,17,0,Married,2
Undergraduate,43050.0,10,2,2,0,4,5,0,0,93,41,1,76,0,Married,3
Postgraduate,42997.0,91,1,1,0,2,7,0,0,113,37,2,15,0,Single,3
Postgraduate,48918.0,21,2,1,0,4,4,0,0,57,51,2,62,0,Single,3
Postgraduate,60033.0,28,2,2,1,5,2,0,0,64,60,1,198,0,Married,3
Postgraduate,34043.0,97,1,2,0,2,9,0,0,150,36,1,49,0,Married,3
Graduate,57811.0,49,5,7,2,11,5,0,0,321,48,1,802,1,Married,3
Graduate,78569.0,14,1,4,6,4,1,0,1,116,68,0,1736,1,Married,2
Graduate,7500.0,5,4,2,1,3,6,0,0,544,36,2,57,0,Single,3
Undergraduate,23148.0,83,1,2,0,3,7,0,0,48,29,0,37,0,Married,2
Graduate,44267.0,48,5,5,2,4,9,0,0,441,44,2,310,0,Single,3
Graduate,71626.0,94,1,5,5,8,3,0,0,511,35,0,1305,1,Married,2
Graduate,60894.0,61,5,10,3,8,7,0,0,305,48,1,832,0,Married,3
Postgraduate,81051.0,43,1,5,5,12,2,0,0,-6,49,0,1501,2,Married,2
Graduate,65169.0,23,1,10,4,13,6,0,1,143,32,0,1189,4,Married,2
Postgraduate,65695.0,50,2,5,4,10,4,0,0,99,54,1,656,0,Married,3
Postgraduate,64857.0,78,1,7,5,10,4,0,0,505,58,0,1540,0,Single,1
Postgraduate,45143.0,74,3,6,1,5,7,0,0,233,49,1,311,0,Married,3
Undergraduate,74805.0,14,5,4,7,10,2,0,0,221,59,1,820,0,Married,3
Undergraduate,59060.0,77,3,3,1,7,4,0,0,92,25,1,274,0,Married,3
Postgraduate,27238.0,39,3,3,0,3,9,0,0,396,52,2,57,0,Single,3
Graduate,47009.0,89,4,3,2,8,4,0,0,182,49,1,448,0,Married,3
Undergraduate,46094.0,62,1,1,0,3,7,0,0,-43,41,2,44,0,Married,4
Graduate,37235.0,68,1,1,1,2,4,0,0,80,30,1,61,0,Married,3
Postgraduate,81843.0,13,1,5,9,12,3,0,0,420,54,0,1643,0,Married,2
Postgraduate,46692.0,37,3,6,1,5,6,0,0,351,56,1,397,0,Married,3
Graduate,77382.0,36,2,5,7,12,1,0,0,137,46,1,1121,1,Married,3
Graduate,37774.0,28,4,7,2,3,9,1,1,636,37,2,473,1,Single,3
Undergraduate,18393.0,2,2,3,0,3,8,0,0,90,40,1,50,0,Married,3
Graduate,24711.0,86,1,3,0,3,7,0,0,-14,32,0,58,0,Married,2
Postgraduate,45503.0,54,1,3,1,4,5,0,0,223,39,1,170,0,Married,3
Postgraduate,71604.0,3,1,8,3,5,4,0,1,221,69,0,1196,1,Married,2
Graduate,27244.0,84,2,2,2,2,7,0,0,30,35,1,101,0,Married,3
Graduate,48752.0,8,5,6,1,5,9,0,1,556,45,2,316,0,Married,4
Graduate,71434.0,4,3,7,4,7,4,0,0,280,52,1,1400,2,Married,3
Graduate,90842.0,57,1,4,9,13,1,0,0,278,66,0,1424,0,Single,1
Postgraduate,88097.0,24,1,6,5,8,9,0,1,656,36,1,844,3,Married,3
Graduate,51948.0,51,2,5,2,4,5,0,0,234,39,1,311,0,Married,3
Graduate,71853.0,29,1,2,8,6,1,0,0,388,32,0,1149,0,Married,2
Postgraduate,35876.0,13,1,3,1,3,6,0,0,57,31,0,129,0,Married,2
Graduate,40049.0,23,1,1,0,3,6,0,0,233,62,1,32,0,Single,2
Graduate,39660.0,36,3,7,1,3,9,0,1,654,32,1,299,0,Single,2
Graduate,50127.0,88,1,5,1,6,6,0,0,-57,52,1,320,1,Married,3
Postgraduate,43263.0,2,3,5,2,6,5,0,0,583,37,1,441,0,Married,3
Graduate,18929.0,15,1,1,0,4,6,0,0,483,24,0,85,0,Married,2
Undergraduate,24367.0,58,1,1,0,2,9,0,0,408,32,1,24,0,Single,2
Undergraduate,26887.0,27,1,1,0,3,6,0,0,477,55,1,30,0,Married,3
Graduate,62061.0,12,3,10,4,7,6,0,0,290,38,1,800,1,Married,3
Postgraduate,76542.0,91,1,4,8,10,2,0,0,365,58,0,1483,0,Married,2
Graduate,70515.0,12,1,6,6,4,2,0,1,239,21,0,1258,0,Single,1
Graduate,18227.0,21,1,0,1,2,8,0,0,577,27,1,28,0,Married,3
Graduate,69139.0,23,1,4,1,5,4,0,0,130,49,1,227,0,Married,3
Graduate,69109.0,10,1,6,6,7,4,0,1,587,32,0,1555,1,Married,2
Graduate,69627.0,35,2,8,2,11,5,0,0,434,52,1,861,0,Single,2
Graduate,38136.0,69,2,3,1,2,8,0,0,364,36,1,103,1,Married,3
Postgraduate,62159.0,68,1,6,2,10,4,0,0,-6,68,0,634,0,Single,1
Graduate,80695.0,85,1,5,8,5,2,0,0,97,51,0,1918,0,Single,1
Postgraduate,33316.0,34,3,2,1,4,6,0,0,234,43,2,131,0,Single,3
Undergraduate,17256.0,10,2,2,1,2,8,0,0,208,22,1,62,1,Married,3
Undergraduate,52203.0,36,1,8,7,11,6,0,0,662,64,0,939,0,Married,2
Undergraduate,59601.0,14,4,2,2,7,8,0,0,325,37,1,797,1,Single,2
Postgraduate,75154.0,79,1,6,3,6,3,0,1,584,56,1,1143,0,Single,2
Graduate,47025.0,52,3,6,3,5,6,0,0,182,38,1,415,0,Single,2
Graduate,37971.0,97,1,1,0,3,8,0,0,119,41,1,30,0,Married,3
Graduate,67267.0,0,1,3,2,5,2,0,0,47,56,1,251,0,Married,3
Graduate,57338.0,96,2,4,1,5,5,0,0,-35,39,1,237,0,Single,2
Undergraduate,50523.0,89,2,2,0,4,6,0,0,97,54,2,91,0,Married,4
Postgraduate,56242.0,72,5,8,4,11,6,0,0,411,45,1,971,0,Married,3
Graduate,48904.0,1,4,7,2,4,8,0,0,573,54,1,371,0,Single,2
Graduate,21355.0,5,2,2,1,2,6,0,1,308,29,1,68,1,Married,3
Postgraduate,57420.0,22,3,5,1,6,7,0,0,347,43,1,322,1,Married,3
Postgraduate,52376.79960610536,39,2,4,2,6,5,0,0,415,44,1,317,0,Married,3
Postgraduate,46390.0,56,1,4,2,3,7,0,0,-1,59,1,222,0,Single,2
Undergraduate,54342.0,74,4,3,1,4,6,0,0,287,58,2,177,0,Married,4
Graduate,52376.79960610536,87,1,1,0,3,5,0,0,577,56,2,45,0,Married,4
Undergraduate,52376.79960610536,49,1,1,0,2,7,0,0,119,50,2,21,0,Single,3
Graduate,20895.0,24,1,2,0,3,9,0,0,607,41,1,45,0,Married,3
Postgraduate,52376.79960610536,17,1,1,0,3,7,0,0,102,42,1,42,0,Married,3
Graduate,44964.0,35,1,1,0,3,8,0,0,525,34,2,41,0,Married,4
Graduate,22682.0,51,3,2,1,4,4,0,0,218,41,1,95,0,Married,3
Postgraduate,38887.0,17,1,1,0,3,7,0,0,102,42,1,42,0,Married,3
Undergraduate,41658.0,30,2,1,1,2,4,0,0,567,39,2,72,0,Single,3
Postgraduate,29791.0,21,2,2,0,3,5,0,0,24,42,1,20,0,Married,3
Postgraduate,63915.0,2,2,6,3,12,5,0,0,332,58,2,789,0,Married,4
Graduate,39996.0,85,1,1,0,2,6,0,0,-47,40,2,15,0,Single,3
Graduate,26759.0,65,2,2,1,3,6,0,0,77,42,1,59,0,Single,2
Postgraduate,51039.0,11,2,6,2,4,7,0,0,555,45,2,417,0,Married,4
Graduate,60544.0,92,4,5,1,5,6,0,0,581,53,2,289,0,Married,4
Graduate,37716.0,4,2,4,1,3,7,0,0,65,61,1,188,0,Married,3
Graduate,36864.0,53,3,5,2,4,8,0,1,632,57,1,354,0,Single,2
Postgraduate,36947.0,49,4,3,0,4,9,0,0,642,47,2,146,0,Married,4
Postgraduate,67087.0,40,2,7,5,8,4,0,0,154,61,1,794,0,Married,3
Graduate,57045.0,40,3,4,2,9,3,0,0,619,64,1,454,0,Married,3
Postgraduate,36957.0,43,4,3,2,2,9,0,1,618,61,2,152,0,Single,3
Postgraduate,69389.0,17,1,7,2,12,4,0,0,622,37,1,797,0,Married,3
Postgraduate,43142.0,84,1,1,0,2,7,0,0,47,45,2,20,0,Married,4
Graduate,34412.0,62,3,5,0,3,9,0,0,439,24,1,209,0,Single,2
Graduate,57537.0,83,4,4,3,8,4,0,0,301,35,1,545,0,Single,2
Graduate,51315.0,45,1,2,2,5,2,0,0,81,66,0,222,0,Married,2
Graduate,36026.0,34,2,2,0,3,6,0,0,71,42,3,61,0,Married,5
Graduate,24639.0,3,3,2,0,4,6,0,0,149,41,2,44,0,Married,4
Postgraduate,34578.0,1,1,1,0,2,6,0,0,78,42,3,8,0,Married,5
Postgraduate,54132.0,81,1,1,0,3,7,0,0,52,45,1,42,0,Married,3
Graduate,28164.0,23,3,2,0,4,7,0,0,398,44,1,78,0,Married,3
Postgraduate,34596.0,48,1,1,0,2,8,0,0,394,40,1,23,0,Married,3
Postgraduate,43269.0,61,1,1,0,2,8,0,0,225,42,1,19,0,Married,3
Undergraduate,38741.0,60,2,2,0,3,7,0,0,31,56,2,61,0,Single,3
Graduate,31907.0,75,1,6,1,6,7,0,0,407,42,0,449,0,Single,1
Undergraduate,31163.0,54,1,1,0,3,6,0,0,82,41,1,38,0,Single,2
Graduate,92533.0,84,1,6,5,11,2,0,0,108,29,0,1131,2,Married,2
Graduate,34853.0,75,2,2,0,3,6,0,0,113,41,2,34,0,Single,3
Graduate,70844.0,16,5,6,1,5,7,0,0,226,47,2,294,0,Single,3
Undergraduate,31086.0,79,2,1,1,2,8,0,0,342,35,2,48,1,Married,4
Undergraduate,20491.0,16,1,0,1,2,7,0,0,504,28,0,30,0,Married,2
Graduate,42523.0,96,1,1,1,4,2,0,0,-29,50,0,125,0,Married,2
Graduate,33402.0,60,3,2,1,3,8,0,0,286,62,2,70,0,Married,4
Postgraduate,36408.0,11,1,1,0,2,6,0,0,270,65,2,22,0,Married,4
Graduate,21645.0,75,3,3,0,3,9,0,1,589,35,1,65,0,Married,3
Postgraduate,78427.0,36,3,3,7,10,3,0,1,577,66,0,1930,1,Single,1
Graduate,82657.0,71,1,7,5,10,4,0,0,204,68,0,2283,2,Married,2
Graduate,51876.0,88,1,2,2,8,1,0,0,169,56,0,310,0,Married,2
Undergraduate,78041.0,93,1,4,4,9,2,0,0,467,43,0,1319,0,Married,2
Graduate,52852.0,93,4,10,7,5,8,0,0,482,57,1,879,1,Married,3
Postgraduate,70038.0,54,1,4,4,8,2,0,0,193,32,0,1244,0,Married,2
Undergraduate,69401.0,41,4,4,4,5,2,0,0,57,41,1,690,0,Married,3
Graduate,46053.0,46,3,3,2,4,5,0,0,451,42,1,209,0,Married,3
Graduate,77343.0,28,1,3,4,9,1,0,0,-8,49,0,1134,0,Married,2
Postgraduate,40304.0,82,1,2,0,3,7,0,0,190,47,1,57,0,Single,2
Postgraduate,32727.0,38,2,7,3,5,8,0,0,632,49,0,529,0,Married,2
Graduate,43300.0,87,3,4,0,4,8,0,1,537,43,1,180,0,Single,2
Graduate,26290.0,49,4,2,0,4,6,0,0,484,42,2,77,0,Married,4
Graduate,93790.0,16,0,6,7,12,2,0,1,121,44,0,2349,3,Single,1
Postgraduate,38410.0,65,2,5,2,9,6,0,1,588,40,0,534,0,Married,2
Postgraduate,64866.0,9,4,7,3,7,5,0,0,145,64,1,556,1,Single,2
Graduate,16531.0,43,3,3,0,3,7,0,0,-32,36,1,44,0,Married,3
Postgraduate,28072.0,10,1,1,0,3,7,0,0,346,28,1,47,0,Married,3
Graduate,50725.0,45,4,8,1,8,8,0,0,456,61,1,586,0,Married,3
Postgraduate,41145.0,20,1,0,0,3,3,0,0,121,64,2,13,0,Married,4
Graduate,67419.0,29,4,9,4,8,5,0,0,500,44,1,1471,0,Married,3
Undergraduate,23162.0,82,3,1,1,3,6,0,0,108,44,2,65,0,Married,4
Graduate,34380.0,68,4,4,1,3,8,0,0,355,37,1,175,0,Married,3
Graduate,34704.0,65,1,1,0,3,5,0,0,363,48,1,40,0,Single,2
Postgraduate,94871.0,99,1,8,5,4,7,0,1,567,45,2,1078,2,Married,4
Graduate,65148.0,9,2,6,6,7,4,0,0,581,56,1,1115,0,Married,3
Graduate,39898.0,20,2,3,0,4,7,0,0,482,60,1,134,0,Married,3
Postgraduate,59892.0,26,1,2,1,3,3,0,0,213,44,1,87,0,Married,3
Postgraduate,41020.0,68,1,3,2,4,3,0,0,176,27,0,217,0,Single,1
Postgraduate,57072.0,79,2,7,5,13,5,0,0,77,53,1,1034,1,Married,3
Undergraduate,19414.0,32,1,1,0,3,8,0,0,224,33,1,32,0,Married,3
Graduate,19107.0,49,2,1,0,3,7,0,0,262,34,1,46,0,Married,3
Undergraduate,75484.0,50,2,7,3,6,4,0,0,646,38,1,1159,0,Married,3
Postgraduate,70379.0,84,3,6,3,13,4,0,0,399,38,1,860,0,Single,2
Postgraduate,79419.0,96,1,4,6,4,2,0,0,-89,44,0,1631,0,Married,2
Graduate,76998.0,85,2,11,8,8,6,0,0,449,59,1,1910,1,Married,3
Postgraduate,49854.0,63,5,6,2,5,6,0,0,168,42,1,380,0,Married,3
Postgraduate,42873.0,11,4,6,1,4,8,0,0,513,64,2,269,0,Single,3
Graduate,35765.0,86,2,2,0,4,6,0,0,114,24,1,75,0,Married,3
Graduate,65492.0,73,2,4,7,13,2,0,0,81,55,0,1045,0,Married,2
Graduate,32952.0,36,1,2,0,3,7,0,0,174,37,1,55,0,Single,2
Graduate,71706.0,16,4,9,5,7,5,0,0,577,55,1,1443,0,Married,3
Graduate,68487.0,48,1,9,7,13,4,0,0,484,26,0,1366,0,Married,2
Postgraduate,63206.0,65,1,4,3,6,2,0,0,36,40,0,928,1,Married,2
Postgraduate,78931.0,19,1,2,8,13,1,0,0,228,43,0,943,0,Married,2
Graduate,53977.0,21,5,5,5,12,5,0,0,365,56,1,907,0,Married,3
Graduate,73538.0,92,3,10,4,9,7,0,0,489,49,1,1658,0,Married,3
Graduate,79529.0,1,1,4,8,9,2,0,0,62,28,0,1638,0,Married,2
Undergraduate,20981.0,14,1,3,1,2,8,0,1,411,37,0,73,0,Married,2
Graduate,51766.0,74,2,4,2,4,5,0,0,36,34,1,275,0,Single,2
Graduate,55759.0,84,5,10,3,8,8,0,0,494,52,1,854,0,Married,3
Postgraduate,37787.0,50,1,3,0,3,8,0,0,232,42,1,106,0,Married,3
Graduate,27242.0,2,2,2,0,3,9,0,1,593,44,1,106,0,Single,2
Postgraduate,87188.0,73,1,10,2,6,3,0,1,318,31,0,1923,0,Single,1
Graduate,69930.0,21,1,4,5,12,3,0,0,378,43,0,1662,0,Married,2
Graduate,37697.0,82,1,2,1,3,6,0,0,60,38,1,84,0,Single,2
Postgraduate,82032.0,54,0,4,6,7,1,0,0,31,66,0,1234,0,Single,1
Graduate,28087.0,77,3,2,2,2,7,0,0,488,56,2,112,0,Married,4
Postgraduate,74004.0,5,1,4,6,4,3,0,1,120,27,0,1658,2,Single,1
Graduate,19740.0,65,2,1,1,3,5,0,0,397,54,1,55,0,Married,3
Undergraduate,57036.0,33,4,6,3,13,9,0,0,532,39,1,1513,1,Married,3
Postgraduate,69283.0,41,4,7,3,13,5,0,0,-26,39,1,904,0,Married,3
Postgraduate,46098.0,86,4,3,2,2,8,0,1,594,39,2,120,0,Single,3
Undergraduate,23331.0,92,2,3,0,3,8,0,0,571,26,1,103,0,Married,3
Graduate,9255.0,91,1,1,1,2,8,0,0,100,25,1,22,0,Single,2
Postgraduate,67786.0,0,1,3,6,6,1,0,1,204,55,0,1156,0,Single,1
Postgraduate,71969.0,59,3,3,4,9,8,0,0,562,43,1,1086,1,Married,3
Postgraduate,59235.0,4,3,11,2,12,7,0,0,529,47,1,1128,0,Single,2
Graduate,31928.0,5,2,3,0,4,7,0,0,88,25,1,72,0,Married,3
Postgraduate,74881.0,48,4,9,2,12,5,0,0,430,53,2,964,0,Married,4
Graduate,65819.0,99,1,5,4,10,3,0,0,478,36,0,1383,0,Married,2
Postgraduate,51411.0,81,1,0,0,3,5,0,0,318,61,3,18,0,Single,4
Graduate,51983.0,95,3,9,2,10,7,0,0,572,50,1,793,0,Single,2
Undergraduate,30390.0,5,1,2,0,3,6,0,0,295,27,0,80,0,Married,2
Graduate,30983.0,50,1,4,0,3,8,0,1,547,51,0,167,0,Single,1
Graduate,66033.0,76,2,8,3,7,7,0,0,449,57,1,677,0,Single,2
